"Name","SnapshotId","OwnerId","StartTime","Description"
"backup_20170816085000","snap-0928cca73b528650f","878572373535","2017-09-16T22:53:56.000Z","[Copied snap-078c05403af2867dd from us-west-1] backup test staging"
